Subject.Id,Contact.ID,cat,svy_contact,empstatus,jailprison,close,baseline_flag,dup,reinstall_flag1,reinstall_flag2,phonesurvey,Total number of calls,Total duration of calls,Total incoming calls,Total outgoing calls,Total number of missed calls,"Total number of incoming calls, excluding missed",Proportion of incoming calls answered,"0 to 1, =1 perfect reciprocity",Proportion of calls incoming,Duration of incoming calls,Duration of outgoing calls,Total number of night calls,Any night call,Number of incoming calls at night,Number of outgoing calls at night,Any night incoming call,Any night outgoing call,Min days between calls,Max days between calls,Total number of texts,Any night text,Number of texts at night,Min days between texts,Max days between texts
1007,a0000022d89962-464445729,Phone survey,Person,Working Formally,0,100,1,0,1,1,1,1,106,1,0,0,1,1,0,1,106,0,0,0,0,0,0,0,,,,,,,
1007,a0000022d89962-521818224,No phone survey,,,,,,,1,1,0,2,38,0,2,0,0,0,0,0,0,38,0,0,0,0,0,0,,,,,,,
1007,a0000022d89962-551896043,No phone survey,,,,,,,1,1,0,3,102,0,3,0,0,0,0,0,0,102,0,0,0,0,0,0,,,,,,,
1007,a0000022d89962-558574009,No phone survey,,,,,,,1,1,0,1,348,0,1,0,0,0,0,0,0,348,0,0,0,0,0,0,,,,,,,
1007,a0000022d89962-616040852,No phone survey,,,,,,,1,1,0,17,327,0,17,0,0,0,0,0,0,327,1,1,0,6,0,1,1,12,,,,,
1007,a0000022d89962-61773056,No phone survey,,,,,,,1,1,0,1,143,0,1,0,0,0,0,0,0,143,0,0,0,0,0,0,,,,,,,
1007,a0000022d89962-662641042,No phone survey,,,,,,,1,1,0,1,23,0,1,0,0,0,0,0,0,23,0,0,0,0,0,0,,,,,,,
1007,a0000022d89962-663507926,No phone survey,,,,,,,1,1,0,57,24161,22,35,13,9,0.409090906,0.771929801,0.3859649,6705,17456,2,1,6,15,1,1,1,23,,,,,
1007,a0000022d89962-727999804,No phone survey,,,,,,,1,1,0,1,53,0,1,0,0,0,0,0,0,53,1,1,0,1,0,1,,,,,,,
1007,a0000022d89962-806079038,No phone survey,,,,,,,1,1,0,7,582,0,7,0,0,0,0,0,0,582,1,1,0,1,0,1,,,,,,,
1007,a0000022d89962-839137429,No phone survey,,,,,,,1,1,0,9,831,0,9,0,0,0,0,0,0,831,0,0,0,0,0,0,4,31,,,,,
1007,a0000022d89962-855283394,No phone survey,,,,,,,1,1,0,1,10,0,1,0,0,0,0,0,0,10,1,1,0,1,0,1,,,,,,,
1007,a0000022d89962-955334207,Phone survey,Person,,,,1,0,1,1,1,5,29,5,0,4,1,0.200000003,0,1,29,0,0,0,0,0,0,0,,,,,,,
1007,a0000022d89962-986544452,No phone survey,,,,,,,1,1,0,3,115,0,3,0,0,0,0,0,0,115,1,1,0,3,0,1,,,,,,,
1007,a0000022d89962-990317935,No phone survey,,,,,,,1,1,0,10,665,4,6,2,2,0.5,0.800000012,0.400000006,132,533,0,0,0,0,0,0,1,4,,,,,
1007,a0000022d899621024657289,No phone survey,,,,,,,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0,1,0,,,,,,,
1007,a0000022d899621027838421,No phone survey,,,,,,,1,1,0,4,2466,0,4,0,0,0,0,0,0,2466,0,0,0,0,0,0,,,,,,,
1007,a0000022d899621083319749,No phone survey,,,,,,,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,
1007,a0000022d89962111158445,No phone survey,,,,,,,1,1,0,1,100,1,0,0,1,1,0,1,100,0,0,0,0,0,0,0,,,,,,,
1007,a0000022d899621185184542,No phone survey,,,,,,,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,
1007,a0000022d899621195900127,No phone survey,,,,,,,1,1,0,11,358,5,6,4,1,0.200000003,0.909090936,0.454545468,3,355,1,1,3,0,1,0,1,45,,,,,
1007,a0000022d899621217615011,No phone survey,,,,,,,1,1,0,2,33,1,1,0,1,1,1,0.5,26,7,0,0,0,0,0,0,,,,,,,
1007,a0000022d899621289203859,No phone survey,,,,,,,1,1,0,3,39,2,1,1,1,0.5,0.666666627,0.666666687,0,39,0,0,0,0,0,0,,,,,,,
1007,a0000022d89962131756834,No phone survey,,,,,,,1,1,0,1,55,0,1,0,0,0,0,0,0,55,0,0,0,0,0,0,,,,,,,
1007,a0000022d899621319277756,Phone survey,Person,Working Formally,0,100,0,1,1,1,1,3,105,1,2,0,1,1,0.666666687,0.333333343,15,90,0,0,0,0,0,0,,,,,,,
1007,a0000022d899621404176010,Phone survey,Person,,,0,0,1,1,1,1,1,273,1,0,0,1,1,0,1,273,0,0,0,0,0,0,0,,,,,,,
1007,a0000022d899621514618643,Phone survey,Business - work or search related,,,,0,0,1,1,1,1,25,1,0,0,1,1,0,1,25,0,0,0,0,0,0,0,,,,,,,
1007,a0000022d899621543424856,No phone survey,,,,,,,1,1,0,1,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,,,,,,,
1007,a0000022d89962155484538,No phone survey,,,,,,,1,1,0,1,21,0,1,0,0,0,0,0,0,21,1,1,0,1,0,1,,,,,,,
1007,a0000022d899621600860410,No phone survey,,,,,,,1,1,0,3,123,1,2,0,1,1,0.666666687,0.333333343,55,68,0,0,0,0,0,0,,,,,,,
1007,a0000022d899621608344418,No phone survey,,,,,,,1,1,0,1,6,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,,,,,,,
1007,a0000022d899621640872003,Phone survey,Person,Self-employed,0,83,0,0,1,1,1,2,99,1,1,0,1,1,1,0.5,63,36,2,1,1,1,1,1,,,,,,,
1007,a0000022d899621685432514,No phone survey,,,,,,,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,
1007,a0000022d899621739546905,No phone survey,,,,,,,1,1,0,4,113,0,4,0,0,0,0,0,0,113,1,1,0,1,0,1,4,7,,,,,
1007,a0000022d899621842039221,No phone survey,,,,,,,1,1,0,2,20,0,2,0,0,0,0,0,0,20,1,1,0,1,0,1,4,4,,,,,
1007,a0000022d899621948660540,Phone survey,Person,Self-employed,0,100,0,0,1,1,1,15,695,5,10,1,4,0.800000012,0.666666687,0.333333343,219,476,1,1,3,0,1,0,1,30,,,,,
1007,a0000022d899621959185764,No phone survey,,,,,,,1,1,0,2,371,0,2,0,0,0,0,0,0,371,0,0,0,0,0,0,,,,,,,
1007,a0000022d899622070005598,No phone survey,,,,,,,1,1,0,4,79,0,4,0,0,0,0,0,0,79,0,0,0,0,0,0,1,60,,,,,
1007,a0000022d899622083411040,Phone survey,Person,,,,1,0,1,1,1,5,313,2,3,0,2,1,0.800000012,0.400000006,124,189,1,1,1,0,1,0,1,2,,,,,
1007,a0000022d899622095963203,No phone survey,,,,,,,1,1,0,16,848,0,16,0,0,0,0,0,0,848,1,1,0,1,0,1,1,29,,,,,
1007,a0000022d899622102683346,No phone survey,,,,,,,1,1,0,43,9046,33,10,22,11,0.333333343,0.465116262,0.767441869,7316,1730,2,1,17,6,1,1,1,6,,,,,
1007,a0000022d899622118110058,No phone survey,,,,,,,1,1,0,1,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,,,,,,,
1007,a0000022d899622126458729,No phone survey,,,,,,,1,1,0,2,23,0,2,0,0,0,0,0,0,23,0,0,0,0,0,0,4,4,,,,,
1007,a0000022d89962324883363,No phone survey,,,,,,,1,1,0,2,38,0,2,0,0,0,0,0,0,38,0,0,0,0,0,0,,,,,,,
1007,a0000022d89962399727676,Phone survey,Person,Working Formally,0,100,1,0,1,1,1,13,617,7,6,1,6,0.857142866,0.923076868,0.538461566,258,359,2,1,5,2,1,1,2,18,,,,,
1007,a0000022d89962400777711,No phone survey,,,,,,,1,1,0,3,121,0,3,0,0,0,0,0,0,121,1,1,0,1,0,1,7,8,,,,,
1007,a0000022d89962418885713,No phone survey,,,,,,,1,1,0,1,67,0,1,0,0,0,0,0,0,67,0,0,0,0,0,0,,,,,,,
1007,a0000022d89962430508007,No phone survey,,,,,,,1,1,0,1,131,0,1,0,0,0,0,0,0,131,0,0,0,0,0,0,,,,,,,
1007,a0000022d89962455814994,No phone survey,,,,,,,1,1,0,5,112,0,5,0,0,0,0,0,0,112,1,1,0,1,0,1,4,15,,,,,
1007,a0000022d89962479090851,No phone survey,,,,,,,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,
1007,a0000022d89962488493028,Phone survey,Person,Not Working,1,100,0,0,1,1,1,24,3515,18,6,11,7,0.388888896,0.5,0.75,2413,1102,1,1,2,0,1,0,1,15,,,,,
1007,a0000022d89962490678944,No phone survey,,,,,,,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,
1007,a0000022d89962707424288,No phone survey,,,,,,,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,
1007,a0000022d89962721814004,No phone survey,,,,,,,1,1,0,1,29,0,1,0,0,0,0,0,0,29,1,1,0,1,0,1,,,,,,,
1007,a0000022d89962774402951,No phone survey,,,,,,,1,1,0,1,199,0,1,0,0,0,0,0,0,199,0,0,0,0,0,0,,,,,,,
1007,a0000022d8996279976263,No phone survey,,,,,,,1,1,0,1,36,0,1,0,0,0,0,0,0,36,0,0,0,0,0,0,,,,,,,
1007,a0000022d89962916784564,No phone survey,,,,,,,1,1,0,7,949,0,7,0,0,0,0,0,0,949,0,0,0,0,0,0,1,37,,,,,
1007,a0000022d89962917469219,No phone survey,,,,,,,1,1,0,5,664,0,5,0,0,0,0,0,0,664,0,0,0,0,0,0,4,19,,,,,
1007,a0000022d89962931183105,No phone survey,,,,,,,1,1,0,2,196,0,2,0,0,0,0,0,0,196,0,0,0,0,0,0,,,,,,,
1007,a0000022d89962946372004,Phone survey,Person,Self-employed,0,100,0,0,1,1,1,13,508,3,10,0,3,1,0.461538434,0.230769232,48,460,1,1,0,3,0,1,1,35,,,,,
1101,a0000022d93120-1004627604,No phone survey,,,,,,,0,0,0,5,763,0,5,0,0,0,0,0,0,763,0,0,0,0,0,0,1,11,,,,,
1101,a0000022d93120-104111729,No phone survey,,,,,,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
1101,a0000022d93120-1064583933,No phone survey,,,,,,,0,0,0,1,21,0,1,0,0,0,0,0,0,21,0,0,0,0,0,0,,,,,,,
1101,a0000022d93120-1074933366,No phone survey,,,,,,,0,0,0,3,44,0,3,0,0,0,0,0,0,44,1,1,0,3,0,1,,,,,,,
1101,a0000022d93120-1089198692,Phone survey,Person,Working Formally,0,100,1,0,0,0,1,7,581,5,2,2,3,0.600000024,0.571428537,0.714285731,260,321,1,1,5,0,1,0,16,16,,,,,
1101,a0000022d93120-1101193300,No phone survey,,,,,,,0,0,0,2,61,0,2,0,0,0,0,0,0,61,0,0,0,0,0,0,,,,,,,
1101,a0000022d93120-1115949624,Phone survey,Person,Working Formally,0,100,1,0,0,0,1,1,387,1,0,0,1,1,0,1,387,0,0,0,0,0,0,0,,,,,,,
1101,a0000022d93120-1143473147,No phone survey,,,,,,,0,0,0,6,200,0,6,0,0,0,0,0,0,200,0,0,0,0,0,0,1,33,,,,,
1101,a0000022d93120-1184586902,No phone survey,,,,,,,0,0,0,22,718,0,22,0,0,0,0,0,0,718,1,1,0,21,0,1,2,2,,,,,
1101,a0000022d93120-1194820907,No phone survey,,,,,,,0,0,0,3,261,0,3,0,0,0,0,0,0,261,0,0,0,0,0,0,8,14,,,,,
1101,a0000022d93120-1220428832,Phone survey,Person,Working Formally,0,100,1,0,0,0,1,1,70,1,0,0,1,1,0,1,70,0,0,0,0,0,0,0,,,,,,,
1101,a0000022d93120-1269437306,No phone survey,,,,,,,0,0,0,5,104,0,5,0,0,0,0,0,0,104,0,0,0,0,0,0,,,,,,,
1101,a0000022d93120-1287505811,Phone survey,Person,Working Informally,0,100,0,0,0,0,1,127,6473,73,54,18,55,0.753424644,0.850393653,0.574803174,3261,3212,0,0,0,0,0,0,1,14,,,,,
1101,a0000022d93120-1325503251,No phone survey,,,,,,,0,0,0,46,1990,13,33,4,9,0.692307711,0.565217376,0.282608688,419,1571,2,1,7,13,1,1,1,12,,,,,
1101,a0000022d93120-1349543516,No phone survey,,,,,,,0,0,0,1,1089,0,1,0,0,0,0,0,0,1089,0,0,0,0,0,0,,,,,,,
1101,a0000022d93120-1355024432,No phone survey,,,,,,,0,0,0,1,48,0,1,0,0,0,0,0,0,48,1,1,0,1,0,1,,,,,,,
1101,a0000022d93120-1357186735,Phone survey,Person,Self-employed,0,100,1,0,0,0,1,4,148,1,3,0,1,1,0.5,0.25,45,103,0,0,0,0,0,0,,,,,,,
1101,a0000022d93120-1379553529,No phone survey,,,,,,,0,0,0,1,25,0,1,0,0,0,0,0,0,25,0,0,0,0,0,0,,,,,,,
1101,a0000022d93120-13799534,No phone survey,,,,,,,0,0,0,1,623,1,0,0,1,1,0,1,623,0,1,1,1,0,1,0,,,,,,,
1101,a0000022d93120-1434191190,No phone survey,,,,,,,0,0,0,14,859,5,9,1,4,0.800000012,0.714285731,0.357142866,325,534,0,0,0,0,0,0,3,28,,,,,
1101,a0000022d93120-1449329840,No phone survey,,,,,,,0,0,0,1,62,1,0,0,1,1,0,1,62,0,0,0,0,0,0,0,,,,,,,
1101,a0000022d93120-1469457777,No phone survey,,,,,,,0,0,0,3,29,0,3,0,0,0,0,0,0,29,1,1,0,2,0,1,8,8,,,,,
1101,a0000022d93120-1471412821,No phone survey,,,,,,,0,0,0,1,11,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,,,,,,,
1101,a0000022d93120-1492894408,No phone survey,,,,,,,0,0,0,1,123,1,0,0,1,1,0,1,123,0,0,0,0,0,0,0,,,,,,,
1101,a0000022d93120-1522094788,No phone survey,,,,,,,0,0,0,2,34,0,2,0,0,0,0,0,0,34,0,0,0,0,0,0,41,41,,,,,
1101,a0000022d93120-1522904384,No phone survey,,,,,,,0,0,0,26,1382,11,15,4,7,0.636363626,0.846153855,0.423076928,349,1033,2,1,1,8,1,1,1,4,,,,,
1101,a0000022d93120-15356104,No phone survey,,,,,,,0,0,0,4,382,0,4,0,0,0,0,0,0,382,0,0,0,0,0,0,35,35,,,,,
1101,a0000022d93120-1602955097,No phone survey,,,,,,,0,0,0,8,193,2,6,1,1,0.5,0.5,0.25,63,130,2,1,1,4,1,1,36,36,,,,,
1101,a0000022d93120-160556665,Phone survey,Person,Working Formally,0,100,1,0,0,0,1,2,100,1,1,0,1,1,1,0.5,10,90,2,1,1,1,1,1,1,1,,,,,
1101,a0000022d93120-1633288765,Phone survey,Person,Working Formally,0,100,1,0,0,0,1,1,12,1,0,0,1,1,0,1,12,0,0,0,0,0,0,0,,,,,,,
1101,a0000022d93120-1641650800,No phone survey,,,,,,,0,0,0,6,228,5,1,3,2,0.400000006,0.333333373,0.833333313,166,62,0,0,0,0,0,0,,,,,,,
1101,a0000022d93120-1649363074,No phone survey,,,,,,,0,0,0,7,286,0,7,0,0,0,0,0,0,286,0,0,0,0,0,0,1,3,,,,,
1101,a0000022d93120-1662098270,No phone survey,,,,,,,0,0,0,1,7,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,,,,,,,
1101,a0000022d93120-1668645084,No phone survey,,,,,,,0,0,0,1,23,0,1,0,0,0,0,0,0,23,0,0,0,0,0,0,,,,,,,
1101,a0000022d93120-16730617,No phone survey,,,,,,,0,0,0,7,0,2,5,2,0,0,0.571428597,0.285714298,0,0,0,0,0,0,0,0,,,,,,,
1101,a0000022d93120-1727561989,Phone survey,,,,,0,0,0,0,1,7,367,3,4,0,3,1,0.857142866,0.428571433,214,153,2,1,3,2,1,1,57,57,,,,,
1101,a0000022d93120-1755114920,No phone survey,,,,,,,0,0,0,1,22,0,1,0,0,0,0,0,0,22,0,0,0,0,0,0,,,,,,,
1101,a0000022d93120-1763444836,No phone survey,,,,,,,0,0,0,4,13,0,4,0,0,0,0,0,0,13,0,0,0,0,0,0,,,,,,,
1101,a0000022d93120-1783954433,No phone survey,,,,,,,0,0,0,2,101,0,2,0,0,0,0,0,0,101,0,0,0,0,0,0,1,1,,,,,
1101,a0000022d93120-1812781902,No phone survey,,,,,,,0,0,0,9,73,0,9,0,0,0,0,0,0,73,1,1,0,3,0,1,1,2,,,,,
1101,a0000022d93120-1837627757,No phone survey,,,,,,,0,0,0,5,140,0,5,0,0,0,0,0,0,140,0,0,0,0,0,0,1,29,,,,,
1101,a0000022d93120-1880168339,No phone survey,,,,,,,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,,,,,,,
1101,a0000022d93120-1894888309,No phone survey,,,,,,,0,0,0,1,129,0,1,0,0,0,0,0,0,129,0,0,0,0,0,0,,,,,,,
1101,a0000022d93120-1906916299,Phone survey,Person,Working Formally,0,100,1,0,0,0,1,12,1017,7,5,4,3,0.428571433,0.833333373,0.583333313,380,637,2,1,5,4,1,1,1,8,,,,,
1101,a0000022d93120-1946772851,No phone survey,,,,,,,0,0,0,3,258,0,3,0,0,0,0,0,0,258,0,0,0,0,0,0,16,16,,,,,
1101,a0000022d93120-1952935280,No phone survey,,,,,,,0,0,0,4,540,0,4,0,0,0,0,0,0,540,1,1,0,1,0,1,2,10,,,,,
1101,a0000022d93120-1975481241,No phone survey,,,,,,,0,0,0,3,518,0,3,0,0,0,0,0,0,518,1,1,0,3,0,1,,,,,,,
1101,a0000022d93120-198354058,No phone survey,,,,,,,0,0,0,5,234,3,2,2,1,0.333333343,0.799999952,0.600000024,129,105,0,0,0,0,0,0,,,,,,,
1101,a0000022d93120-198403516,No phone survey,,,,,,,0,0,0,2,599,2,0,0,2,1,0,1,599,0,1,1,2,0,1,0,,,,,,,
1101,a0000022d93120-1994149165,No phone survey,,,,,,,0,0,0,3,107,0,3,0,0,0,0,0,0,107,1,1,0,3,0,1,,,,,,,
1101,a0000022d93120-199627722,Phone survey,Person,Not Working,0,100,0,1,0,0,1,49,4127,13,36,1,12,0.923076928,0.53061223,0.265306115,1338,2789,2,1,3,10,1,1,1,17,,,,,
1101,a0000022d93120-2087222742,No phone survey,,,,,,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,,,,,,,
1101,a0000022d93120-2088837550,No phone survey,,,,,,,0,0,0,1,449,0,1,0,0,0,0,0,0,449,0,0,0,0,0,0,,,,,,,
1101,a0000022d93120-209369511,No phone survey,,,,,,,0,0,0,1,6,0,1,0,0,0,0,0,0,6,1,1,0,1,0,1,,,,,,,
1101,a0000022d93120-2101177205,Phone survey,Person,Working Formally,0,100,1,0,0,0,1,5,313,3,2,0,3,1,0.799999952,0.600000024,217,96,2,1,1,2,1,1,,,,,,,
1101,a0000022d93120-2111040931,No phone survey,,,,,,,0,0,0,1,152,0,1,0,0,0,0,0,0,152,0,0,0,0,0,0,,,,,,,
1101,a0000022d93120-237258136,No phone survey,,,,,,,0,0,0,1,89,0,1,0,0,0,0,0,0,89,1,1,0,1,0,1,,,,,,,
1101,a0000022d93120-296431708,No phone survey,,,,,,,0,0,0,3,169,0,3,0,0,0,0,0,0,169,1,1,0,2,0,1,1,1,,,,,
1101,a0000022d93120-315400646,No phone survey,,,,,,,0,0,0,38,1403,0,38,0,0,0,0,0,0,1403,1,1,0,16,0,1,1,14,,,,,
1101,a0000022d93120-321195763,No phone survey,,,,,,,0,0,0,5,1043,0,5,0,0,0,0,0,0,1043,0,0,0,0,0,0,2,27,,,,,
1101,a0000022d93120-340749837,No phone survey,,,,,,,0,0,0,1,6,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,,,,,,,
1101,a0000022d93120-342601004,No phone survey,,,,,,,0,0,0,3,229,2,1,0,2,1,0.666666627,0.666666687,197,32,0,0,0,0,0,0,,,,,,,
1101,a0000022d93120-355771032,No phone survey,,,,,,,0,0,0,3,143,0,3,0,0,0,0,0,0,143,0,0,0,0,0,0,21,21,,,,,
1101,a0000022d93120-375796747,No phone survey,,,,,,,0,0,0,1,112,0,1,0,0,0,0,0,0,112,0,0,0,0,0,0,,,,,,,
1101,a0000022d93120-406067040,No phone survey,,,,,,,0,0,0,20,779,13,7,2,11,0.846153855,0.700000048,0.649999976,551,228,2,1,9,4,1,1,1,15,,,,,
1101,a0000022d93120-42510847,Phone survey,Person,Not Working,0,100,0,0,0,0,1,3,415,1,2,0,1,1,0.666666687,0.333333343,358,57,0,0,0,0,0,0,,,,,,,
1101,a0000022d93120-50091322,No phone survey,,,,,,,0,0,0,8,151,0,8,0,0,0,0,0,0,151,1,1,0,2,0,1,2,14,,,,,
1101,a0000022d93120-506015387,Phone survey,Person,Working Formally,0,100,1,0,0,0,1,2,111,1,1,0,1,1,1,0.5,21,90,0,0,0,0,0,0,,,,,,,
1101,a0000022d93120-50670149,No phone survey,,,,,,,0,0,0,1,245,0,1,0,0,0,0,0,0,245,0,0,0,0,0,0,,,,,,,
1101,a0000022d93120-524400269,No phone survey,,,,,,,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,
1101,a0000022d93120-560595867,No phone survey,,,,,,,0,0,0,8,442,0,8,0,0,0,0,0,0,442,0,0,0,0,0,0,1,8,,,,,
1101,a0000022d93120-564973114,No phone survey,,,,,,,0,0,0,5,239,0,5,0,0,0,0,0,0,239,1,1,0,5,0,1,1,15,,,,,
1101,a0000022d93120-629904781,Phone survey,Person,Working Formally,0,100,1,0,0,0,1,1,38,1,0,0,1,1,0,1,38,0,0,0,0,0,0,0,,,,,,,
1101,a0000022d93120-631375028,No phone survey,,,,,,,0,0,0,2,104,0,2,0,0,0,0,0,0,104,0,0,0,0,0,0,23,23,,,,,
1101,a0000022d93120-641043654,No phone survey,,,,,,,0,0,0,3,40,0,3,0,0,0,0,0,0,40,0,0,0,0,0,0,3,3,,,,,
1101,a0000022d93120-651110284,Phone survey,Person,Working Formally,0,100,1,0,0,0,1,2,29,2,0,0,2,1,0,1,29,0,1,1,2,0,1,0,8,8,,,,,
1101,a0000022d93120-723895355,No phone survey,,,,,,,0,0,0,2,58,0,2,0,0,0,0,0,0,58,0,0,0,0,0,0,22,22,,,,,
1101,a0000022d93120-726487416,No phone survey,,,,,,,0,0,0,1,70,0,1,0,0,0,0,0,0,70,0,0,0,0,0,0,,,,,,,
1101,a0000022d93120-729593059,No phone survey,,,,,,,0,0,0,4,39,0,4,0,0,0,0,0,0,39,0,0,0,0,0,0,1,1,,,,,
1101,a0000022d93120-742602069,Phone survey,Person,Working Formally,0,100,1,0,0,0,1,46,2121,17,29,0,17,1,0.739130437,0.369565219,744,1377,2,1,9,19,1,1,1,24,,,,,
1101,a0000022d93120-768048592,No phone survey,,,,,,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,,,,,,,
1101,a0000022d93120-772491342,Phone survey,Person,Self-employed,0,100,1,0,0,0,1,3,97,1,2,0,1,1,0.666666687,0.333333343,18,79,0,0,0,0,0,0,1,1,,,,,
1101,a0000022d93120-784762530,Phone survey,Person,Working Formally,0,100,1,0,0,0,1,1,709,1,0,0,1,1,0,1,709,0,1,1,1,0,1,0,,,,,,,
1101,a0000022d93120-822266499,No phone survey,,,,,,,0,0,0,1,6,0,1,0,0,0,0,0,0,6,1,1,0,1,0,1,,,,,,,
1101,a0000022d93120-84175311,No phone survey,,,,,,,0,0,0,2,9,0,2,0,0,0,0,0,0,9,0,0,0,0,0,0,,,,,,,
1101,a0000022d93120-884621082,No phone survey,,,,,,,0,0,0,111,24848,57,54,14,43,0.754385948,0.972972989,0.513513505,22676,2172,2,1,27,26,1,1,1,13,,,,,
1101,a0000022d93120-941808144,No phone survey,,,,,,,0,0,0,3,326,0,3,0,0,0,0,0,0,326,0,0,0,0,0,0,2,2,,,,,
1101,a0000022d93120-950153837,Phone survey,Person,Working Formally,0,100,1,0,0,0,1,8,392,2,6,1,1,0.5,0.5,0.25,58,334,2,1,2,4,1,1,,,,,,,
1101,a0000022d93120-97435492,No phone survey,,,,,,,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,
1101,a0000022d93120-998107265,No phone survey,,,,,,,0,0,0,2,460,0,2,0,0,0,0,0,0,460,1,1,0,1,0,1,,,,,,,
1101,a0000022d931201014960284,No phone survey,,,,,,,0,0,0,1,21,0,1,0,0,0,0,0,0,21,0,0,0,0,0,0,,,,,,,
1101,a0000022d931201016732941,No phone survey,,,,,,,0,0,0,1,402,1,0,0,1,1,0,1,402,0,1,1,1,0,1,0,,,,,,,
1101,a0000022d93120102527321,No phone survey,,,,,,,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,
1101,a0000022d931201028401517,No phone survey,,,,,,,0,0,0,2,103,0,2,0,0,0,0,0,0,103,0,0,0,0,0,0,4,4,,,,,
1101,a0000022d931201067349766,No phone survey,,,,,,,0,0,0,2,136,1,1,0,1,1,1,0.5,82,54,1,1,1,0,1,0,69,69,,,,,
1101,a0000022d931201078219461,No phone survey,,,,,,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,,,,,,,
1101,a0000022d931201082547994,No phone survey,,,,,,,0,0,0,1,383,0,1,0,0,0,0,0,0,383,0,0,0,0,0,0,,,,,,,
1101,a0000022d931201173152623,Phone survey,Person,Working Formally,0,100,1,1,0,0,1,2,301,1,1,0,1,1,1,0.5,52,249,0,0,0,0,0,0,27,27,,,,,
1101,a0000022d931201201097171,No phone survey,,,,,,,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,
1101,a0000022d931201211951018,No phone survey,,,,,,,0,0,0,9,514,0,9,0,0,0,0,0,0,514,1,1,0,6,0,1,1,41,,,,,
1101,a0000022d931201222722057,No phone survey,,,,,,,0,0,0,1,5,0,1,0,0,0,0,0,0,5,1,1,0,1,0,1,,,,,,,
1101,a0000022d931201240999912,Phone survey,Person,Self-employed,0,100,1,0,0,0,1,34,5126,17,17,5,12,0.70588237,1,0.5,4027,1099,2,1,1,1,1,1,2,10,,,,,
1101,a0000022d931201264463086,No phone survey,,,,,,,0,0,0,1,23,0,1,0,0,0,0,0,0,23,0,0,0,0,0,0,,,,,,,
1101,a0000022d93120127592224,No phone survey,,,,,,,0,0,0,5,175,0,5,0,0,0,0,0,0,175,0,0,0,0,0,0,,,,,,,
1101,a0000022d93120128692764,No phone survey,,,,,,,0,0,0,1,92,0,1,0,0,0,0,0,0,92,0,0,0,0,0,0,,,,,,,
1101,a0000022d931201302872483,No phone survey,,,,,,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
1101,a0000022d931201339205586,No phone survey,,,,,,,0,0,0,2,58,0,2,0,0,0,0,0,0,58,1,1,0,2,0,1,,,,,,,
1101,a0000022d931201347602288,Phone survey,Person,Working Formally,0,100,1,0,0,0,1,1,60,1,0,0,1,1,0,1,60,0,0,0,0,0,0,0,,,,,,,
1101,a0000022d931201362757132,No phone survey,,,,,,,0,0,0,1,203,0,1,0,0,0,0,0,0,203,0,0,0,0,0,0,,,,,,,
1101,a0000022d931201376213290,No phone survey,,,,,,,0,0,0,1,130,0,1,0,0,0,0,0,0,130,0,0,0,0,0,0,,,,,,,
1101,a0000022d931201384306088,No phone survey,,,,,,,0,0,0,23,1168,0,23,0,0,0,0,0,0,1168,1,1,0,4,0,1,1,11,,,,,
1101,a0000022d93120140772553,No phone survey,,,,,,,0,0,0,8,464,0,8,0,0,0,0,0,0,464,0,0,0,0,0,0,,,,,,,
1101,a0000022d93120143312564,Phone survey,Person,,,,1,0,0,0,1,3,128,3,0,0,3,1,0,1,128,0,0,0,0,0,0,0,1,3,,,,,
1101,a0000022d931201452495317,No phone survey,,,,,,,0,0,0,1,7,0,1,0,0,0,0,0,0,7,1,1,0,1,0,1,,,,,,,
