,Subject.Id,Contact.ID,cat,svy_contact,empstatus,jailprison,close,baseline_flag,dup,reinstall_flag1,reinstall_flag2,phonesurvey,Total number of calls,Total duration of calls,Total incoming calls,Total outgoing calls,Total number of missed calls,"Total number of incoming calls, excluding missed",Proportion of incoming calls answered,"0 to 1, =1 perfect reciprocity",Proportion of calls incoming,Duration of incoming calls,Duration of outgoing calls,Total number of night calls,Any night call,Number of incoming calls at night,Number of outgoing calls at night,Any night incoming call,Any night outgoing call,Min days between calls,Max days between calls,Total number of texts,Any night text,Number of texts at night,Min days between texts,Max days between texts
1930,4006,a0000022d8a945-700170520,No phone survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,0.0,0.0,1.0,4.0
1931,4006,a0000022d8a945-726756314,No phone survey,,,,,,,0.0,0.0,0.0,8.0,252.0,1.0,7.0,0.0,1.0,1.0,0.25,0.125,42.0,210.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,1.0,0.0,0.0,,
1932,4006,a0000022d8a945-765083535,No phone survey,,,,,,,0.0,0.0,0.0,105.0,26034.0,58.0,47.0,31.0,27.0,0.46551725299999996,0.895238042,0.5523809789999999,10753.0,15281.0,2.0,1.0,49.0,44.0,1.0,1.0,1.0,4.0,526.0,1.0,240.0,1.0,1.0
1933,4006,a0000022d8a945-860610852,No phone survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,4.0,2.0,2.0
1934,4006,a0000022d8a945-871902974,No phone survey,,,,,,,0.0,0.0,0.0,4.0,239.0,2.0,2.0,1.0,1.0,0.5,1.0,0.5,86.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,1.0,4.0,5.0,5.0
1935,4006,a0000022d8a9451013546593,No phone survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,
1936,4006,a0000022d8a9451470902304,No phone survey,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,,,79.0,1.0,76.0,1.0,4.0
1937,4006,a0000022d8a9451508122001,Phone survey,Business - work or search related,,,,0.0,0.0,0.0,0.0,1.0,2.0,13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,1.0,0.0,1.0,0.0,1.0,68.0,68.0,14.0,0.0,0.0,1.0,7.0
1938,4006,a0000022d8a9451660712448,No phone survey,,,,,,,0.0,0.0,0.0,11.0,520.0,1.0,10.0,0.0,1.0,1.0,0.181818187,0.09090909400000001,61.0,459.0,1.0,1.0,0.0,4.0,0.0,1.0,1.0,4.0,2.0,0.0,0.0,,
1939,4006,a0000022d8a9451994007651,No phone survey,,,,,,,0.0,0.0,0.0,1.0,35.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1.0,1.0,0.0,1.0,0.0,1.0,,,9.0,1.0,1.0,,
1940,4006,a0000022d8a945200494196,Phone survey,Person,Working Informally,,69.0,0.0,0.0,0.0,0.0,1.0,3.0,369.0,2.0,1.0,0.0,2.0,1.0,0.666666627,0.666666687,42.0,327.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,,
1941,4006,a0000022d8a9452078454263,No phone survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,
1942,4006,a0000022d8a945241654485,No phone survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,2.0,2.0
1943,4006,a0000022d8a945999899684,No phone survey,,,,,,,0.0,0.0,0.0,7.0,447.0,4.0,3.0,0.0,4.0,1.0,0.8571428059999999,0.571428597,367.0,80.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,,
1944,4007,a0000022d8b4e6-1012526930,No phone survey,,,,,,,0.0,0.0,0.0,28.0,900.0,17.0,11.0,6.0,11.0,0.647058845,0.7857142690000001,0.607142866,378.0,522.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,13.0,7.0,1.0,2.0,1.0,21.0
1945,4007,a0000022d8b4e6-2051616901,Phone survey,Business - work or search related,,,,0.0,0.0,0.0,0.0,1.0,306.0,24480.0,158.0,148.0,74.0,84.0,0.531645596,0.9673202040000001,0.516339898,7687.0,16793.0,2.0,1.0,26.0,21.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,5.0,20.0
1946,4007,a0000022d8b4e6-2092423280,Phone survey,Business - work or search related,,,,0.0,0.0,0.0,0.0,1.0,125.0,10187.0,46.0,79.0,11.0,35.0,0.760869563,0.736000001,0.368000001,5228.0,4959.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,,
1947,4007,a0000022d8b4e6-243924437,Phone survey,Person,Working Formally,0.0,100.0,1.0,0.0,0.0,0.0,1.0,8.0,370.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,370.0,1.0,1.0,0.0,6.0,0.0,1.0,1.0,16.0,16.0,1.0,4.0,1.0,3.0
1948,4007,a0000022d8b4e6-489464689,Phone survey,Person,Working Formally,0.0,100.0,0.0,0.0,0.0,0.0,1.0,2.0,118.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,1.0,0.0,0.0,,
1949,4007,a0000022d8b4e6-536944027,No phone survey,,,,,,,0.0,0.0,0.0,65.0,2566.0,18.0,47.0,5.0,13.0,0.7222222090000001,0.55384618,0.27692309,760.0,1806.0,2.0,1.0,4.0,21.0,1.0,1.0,1.0,12.0,3.0,1.0,2.0,3.0,22.0
1950,4007,a0000022d8b4e6-541888367,Phone survey,Business - work or search related,,,,0.0,0.0,0.0,0.0,1.0,9.0,564.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,564.0,1.0,1.0,0.0,7.0,0.0,1.0,1.0,21.0,47.0,1.0,1.0,1.0,8.0
1951,4007,a0000022d8b4e6-608084035,Phone survey,Business - work or search related,,,,0.0,0.0,0.0,0.0,1.0,234.0,73691.0,3.0,231.0,1.0,2.0,0.666666687,0.025641024,0.012820513,95.0,73596.0,2.0,1.0,1.0,55.0,1.0,1.0,1.0,4.0,137.0,1.0,35.0,1.0,5.0
1952,4007,a0000022d8b4e6-657781921,No phone survey,,,,,,,0.0,0.0,0.0,21.0,9895.0,5.0,16.0,2.0,3.0,0.600000024,0.476190448,0.238095239,6900.0,2995.0,2.0,1.0,4.0,8.0,1.0,1.0,1.0,51.0,2.0,0.0,0.0,1.0,1.0
1953,4007,a0000022d8b4e6-662922018,Phone survey,Person,Working Formally,0.0,75.0,0.0,0.0,0.0,0.0,1.0,15.0,2818.0,3.0,12.0,0.0,3.0,1.0,0.39999997600000003,0.200000003,1411.0,1407.0,2.0,1.0,1.0,6.0,1.0,1.0,1.0,30.0,1.0,0.0,0.0,,
1954,4007,a0000022d8b4e6-917283846,Phone survey,Person,Working Formally,0.0,83.0,0.0,0.0,0.0,0.0,1.0,3.0,78.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,1.0,1.0,0.0,3.0,0.0,1.0,5.0,5.0,12.0,1.0,4.0,1.0,16.0
1955,4007,a0000022d8b4e61318010169,Phone survey,Business - work or search related,,,,0.0,0.0,0.0,0.0,1.0,43.0,9326.0,14.0,29.0,0.0,14.0,1.0,0.651162803,0.325581402,5132.0,4194.0,2.0,1.0,7.0,6.0,1.0,1.0,1.0,36.0,2.0,0.0,0.0,,
1956,4007,a0000022d8b4e61412013529,Phone survey,Person,Working Formally,1.0,60.0,1.0,0.0,0.0,0.0,1.0,12.0,378.0,3.0,9.0,1.0,2.0,0.666666687,0.5,0.25,146.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,2.0,0.0,0.0,,
1957,4007,a0000022d8b4e61523157863,No phone survey,,,,,,,0.0,0.0,0.0,500.0,168325.0,246.0,254.0,66.0,180.0,0.731707335,0.984000027,0.492000014,108511.0,59814.0,2.0,1.0,56.0,70.0,1.0,1.0,1.0,10.0,17.0,1.0,10.0,1.0,9.0
1958,4007,a0000022d8b4e6156249636,No phone survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,
1959,4007,a0000022d8b4e61798543120,No phone survey,,,,,,,0.0,0.0,0.0,9.0,979.0,2.0,7.0,0.0,2.0,1.0,0.44444441799999995,0.222222224,30.0,949.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,
1960,4007,a0000022d8b4e61922704262,Phone survey,Person,Working Formally,1.0,60.0,1.0,0.0,0.0,0.0,1.0,5.0,76.0,3.0,2.0,1.0,2.0,0.666666687,0.7999999520000001,0.600000024,46.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,18.0,0.0,0.0,1.0,1.0
1961,4007,a0000022d8b4e6280328059,No phone survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,
1962,4007,a0000022d8b4e6436200127,Phone survey,Person,Not Working,0.0,97.0,0.0,0.0,0.0,0.0,1.0,1.0,1699.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1699.0,1.0,1.0,0.0,1.0,0.0,1.0,,,14.0,1.0,14.0,1.0,1.0
1963,4007,a0000022d8b4e6626292745,No phone survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,0.0,0.0,1.0,5.0
1964,4007,a0000022d8b4e6836401069,Phone survey,Person,Working Formally,0.0,90.0,0.0,0.0,0.0,0.0,1.0,8.0,133.0,1.0,7.0,0.0,1.0,1.0,0.25,0.125,0.0,133.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,48.0,2.0,1.0,2.0,31.0,31.0
1965,4008,a0000022aaab20-1050190435,No phone survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,
1966,4008,a0000022aaab20-129240691,Phone survey,Person,Working Formally,1.0,100.0,0.0,0.0,0.0,0.0,1.0,4.0,401.0,1.0,3.0,1.0,0.0,0.0,0.5,0.25,0.0,401.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,,
1967,4008,a0000022aaab20-1441364209,Phone survey,Person,Working Formally,0.0,34.0,0.0,0.0,0.0,0.0,1.0,1.0,105.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,,,13.0,0.0,0.0,1.0,7.0
1968,4008,a0000022aaab20-1538200966,Phone survey,Person,Working Formally,0.0,68.0,0.0,0.0,0.0,0.0,1.0,1.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,,,9.0,0.0,0.0,,
1969,4008,a0000022aaab20-1664496838,Phone survey,Person,Working Informally,0.0,100.0,1.0,0.0,0.0,0.0,1.0,70.0,2411.0,12.0,58.0,7.0,5.0,0.41666665700000005,0.342857122,0.17142857600000003,116.0,2295.0,2.0,1.0,2.0,12.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,25.0,25.0
1970,4008,a0000022aaab20-1935939617,No phone survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,3.0,1.0,19.0
1971,4008,a0000022aaab20-1956467190,No phone survey,,,,,,,0.0,0.0,0.0,123.0,15785.0,40.0,83.0,10.0,30.0,0.75,0.65040648,0.32520324,10720.0,5065.0,2.0,1.0,11.0,24.0,1.0,1.0,1.0,15.0,242.0,1.0,68.0,1.0,1.0
1972,4008,a0000022aaab20-2013379922,Phone survey,Person,Working Informally,0.0,100.0,1.0,0.0,0.0,0.0,1.0,149.0,42140.0,66.0,83.0,6.0,60.0,0.9090909359999999,0.8859060409999999,0.44295302,40889.0,1251.0,2.0,1.0,25.0,43.0,1.0,1.0,1.0,3.0,277.0,1.0,94.0,1.0,2.0
1973,4008,a0000022aaab20-2030530769,No phone survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,1.0,1.0
1974,4008,a0000022aaab20-2136083257,Phone survey,Person,Working Informally,0.0,100.0,0.0,0.0,0.0,0.0,1.0,9.0,295.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,295.0,1.0,1.0,0.0,5.0,0.0,1.0,2.0,15.0,6.0,1.0,6.0,,
1975,4008,a0000022aaab20-644688298,Phone survey,Person,Working Formally,0.0,100.0,1.0,0.0,0.0,0.0,1.0,51.0,1539.0,13.0,38.0,3.0,10.0,0.7692307829999999,0.509803951,0.254901975,200.0,1339.0,2.0,1.0,2.0,7.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,,
1976,4008,a0000022aaab20-668564995,No phone survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,
1977,4008,a0000022aaab201019460288,No phone survey,,,,,,,0.0,0.0,0.0,8.0,452.0,1.0,7.0,1.0,0.0,0.0,0.25,0.125,0.0,452.0,1.0,1.0,0.0,2.0,0.0,1.0,5.0,11.0,3.0,0.0,0.0,25.0,25.0
1978,4008,a0000022aaab201054658690,No phone survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,1.0,14.0,,
1979,4008,a0000022aaab201087234151,No phone survey,,,,,,,0.0,0.0,0.0,6.0,155.0,3.0,3.0,1.0,2.0,0.666666687,1.0,0.5,87.0,68.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,,
1980,4008,a0000022aaab201096243872,Phone survey,Person,Not Working,1.0,100.0,0.0,0.0,0.0,0.0,1.0,69.0,3573.0,21.0,48.0,9.0,12.0,0.571428597,0.608695626,0.304347813,1135.0,2438.0,2.0,1.0,6.0,14.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,,
1981,4008,a0000022aaab201346442150,No phone survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,1.0,3.0,1.0,6.0
1982,4008,a0000022aaab201387609421,No phone survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,,
1983,4008,a0000022aaab201649809526,No phone survey,,,,,,,0.0,0.0,0.0,7.0,277.0,2.0,5.0,2.0,0.0,0.0,0.571428597,0.28571429800000003,0.0,277.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,6.0,16.0,1.0,10.0,14.0,14.0
1984,4008,a0000022aaab201674187747,No phone survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,
1985,4008,a0000022aaab201738045624,No phone survey,,,,,,,0.0,0.0,0.0,133.0,6253.0,26.0,107.0,9.0,17.0,0.653846145,0.390977442,0.195488721,915.0,5338.0,2.0,1.0,7.0,35.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,2.0,18.0
1986,4008,a0000022aaab201841198165,No phone survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,
1987,4008,a0000022aaab201957199542,No phone survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,
1988,4008,a0000022aaab20690890537,No phone survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,2.0,2.0,13.0
1989,4009,a0000022d8d1dd-2065484058,Phone survey,Business - work or search related,,,,0.0,0.0,0.0,0.0,1.0,2.0,39.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,,
1990,4009,a0000022d8d1dd-562708504,Phone survey,Person,Working Formally,0.0,100.0,1.0,0.0,0.0,0.0,1.0,102.0,4721.0,33.0,69.0,15.0,18.0,0.545454562,0.647058845,0.323529422,1410.0,3311.0,2.0,1.0,12.0,22.0,1.0,1.0,1.0,10.0,17.0,1.0,7.0,1.0,36.0
1991,4009,a0000022d8d1dd-869337121,Phone survey,Person,Working Formally,0.0,100.0,1.0,0.0,0.0,0.0,1.0,6.0,418.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,418.0,1.0,1.0,0.0,1.0,0.0,1.0,6.0,26.0,3.0,1.0,1.0,3.0,3.0
1992,4009,a0000022d8d1dd1134266334,Phone survey,Business - work or search related,,,,0.0,0.0,0.0,0.0,1.0,88.0,4879.0,25.0,63.0,3.0,22.0,0.879999995,0.5681818129999999,0.28409090600000003,1012.0,3867.0,2.0,1.0,6.0,22.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0
1993,4009,a0000022d8d1dd1192987910,No phone survey,,,,,,,0.0,0.0,0.0,2.0,17.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,1.0,1.0,1.0,,
1994,4009,a0000022d8d1dd1265755621,Phone survey,Person,Working Formally,0.0,100.0,1.0,0.0,0.0,0.0,1.0,18.0,2028.0,9.0,9.0,2.0,7.0,0.7777777909999999,1.0,0.5,453.0,1575.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,16.0,26.0,1.0,3.0,1.0,4.0
1995,4009,a0000022d8d1dd1567950466,Phone survey,Person,Working Formally,0.0,100.0,1.0,0.0,0.0,0.0,1.0,13.0,538.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,538.0,1.0,1.0,0.0,9.0,0.0,1.0,1.0,5.0,3.0,0.0,0.0,,
1996,4009,a0000022d8d1dd2145830201,No phone survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,1.0,8.0,8.0
1997,4009,a0000022d8d1dd229729236,No phone survey,,,,,,,0.0,0.0,0.0,439.0,61234.0,128.0,311.0,56.0,72.0,0.5625,0.583143532,0.291571766,17031.0,44203.0,2.0,1.0,54.0,118.0,1.0,1.0,1.0,13.0,1.0,1.0,1.0,,
1998,4009,a0000022d8d1dd293649228,Phone survey,Person,Working Formally,0.0,100.0,1.0,0.0,0.0,0.0,1.0,41.0,2175.0,24.0,17.0,2.0,22.0,0.916666687,0.8292683359999999,0.585365832,1194.0,981.0,2.0,1.0,3.0,5.0,1.0,1.0,1.0,4.0,27.0,1.0,3.0,1.0,4.0
1999,4009,a0000022d8d1dd59155426,No phone survey,,,,,,,0.0,0.0,0.0,9.0,374.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,374.0,1.0,1.0,0.0,5.0,0.0,1.0,1.0,41.0,35.0,0.0,0.0,1.0,8.0
2000,4009,a0000022d8d1dd784545450,No phone survey,,,,,,,0.0,0.0,0.0,319.0,19728.0,125.0,194.0,24.0,101.0,0.8080000279999999,0.7836990359999999,0.39184951799999995,8581.0,11147.0,2.0,1.0,23.0,31.0,1.0,1.0,1.0,9.0,50.0,1.0,25.0,1.0,6.0
2001,4010,a0000022d8db22-2111711832,No phone survey,,,,,,,0.0,0.0,0.0,68.0,2286.0,19.0,49.0,9.0,10.0,0.526315808,0.5588235260000001,0.27941176300000004,236.0,2050.0,2.0,1.0,7.0,28.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,,
2002,4010,a0000022d8db221923868008,No phone survey,,,,,,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,,
2003,4010,a0000022d8db221923939612,Phone survey,Person,Working Formally,1.0,100.0,1.0,0.0,0.0,0.0,1.0,6.0,765.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,765.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,31.0,21.0,0.0,0.0,1.0,22.0
2004,4010,a0000022d8db222093435128,No phone survey,,,,,,,0.0,0.0,0.0,43.0,1396.0,27.0,16.0,16.0,11.0,0.40740740299999995,0.7441860440000001,0.627906978,470.0,926.0,2.0,1.0,12.0,6.0,1.0,1.0,1.0,7.0,13.0,1.0,13.0,1.0,15.0
2005,4010,a0000022d8db2278738282,No phone survey,,,,,,,0.0,0.0,0.0,92.0,10310.0,47.0,45.0,26.0,21.0,0.446808517,0.978260875,0.510869563,3194.0,7116.0,2.0,1.0,21.0,23.0,1.0,1.0,1.0,5.0,24.0,1.0,12.0,1.0,18.0
2006,4011,a0000022d8dbf4-111801452,No phone survey,,,,,,,0.0,1.0,0.0,4.0,4097.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4097.0,1.0,1.0,0.0,4.0,0.0,1.0,,,1.0,1.0,1.0,,
2007,4011,a0000022d8dbf4-1142540416,No phone survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,
2008,4011,a0000022d8dbf4-1165479324,No phone survey,,,,,,,0.0,1.0,0.0,3.0,327.0,2.0,1.0,1.0,1.0,0.5,0.666666627,0.666666687,265.0,62.0,1.0,1.0,1.0,0.0,1.0,0.0,12.0,28.0,2.0,0.0,0.0,,
2009,4011,a0000022d8dbf4-1223074419,Phone survey,Person,Self-employed,0.0,71.0,0.0,0.0,0.0,1.0,1.0,4.0,2541.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2541.0,1.0,1.0,0.0,4.0,0.0,1.0,14.0,14.0,10.0,1.0,6.0,3.0,7.0
2010,4011,a0000022d8dbf4-1424514888,No phone survey,,,,,,,0.0,1.0,0.0,49.0,2495.0,25.0,24.0,12.0,13.0,0.519999981,0.9795918459999999,0.510204077,863.0,1632.0,2.0,1.0,7.0,9.0,1.0,1.0,1.0,3.0,7.0,1.0,1.0,1.0,1.0
2011,4011,a0000022d8dbf4-1717933816,Phone survey,,,,,0.0,0.0,0.0,1.0,1.0,26.0,1751.0,21.0,5.0,14.0,7.0,0.333333343,0.384615421,0.807692289,1139.0,612.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,52.0,9.0,1.0,4.0,2.0,59.0
2012,4011,a0000022d8dbf4-1737749593,No phone survey,,,,,,,0.0,1.0,0.0,9.0,3078.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3078.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,8.0,87.0,1.0,9.0,1.0,29.0
2013,4011,a0000022d8dbf4-1761226675,Phone survey,Person,Working Informally,0.0,84.0,0.0,0.0,0.0,1.0,1.0,15.0,1396.0,11.0,4.0,5.0,6.0,0.545454562,0.5333333020000001,0.733333349,578.0,818.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,3.0,2.0,0.0,0.0,,
2014,4011,a0000022d8dbf4-2041848122,Phone survey,,,,,0.0,0.0,0.0,1.0,1.0,3.0,263.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,263.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,51.0,0.0,0.0,1.0,7.0
2015,4011,a0000022d8dbf4-2110143724,Phone survey,Person,Self-employed,0.0,96.0,0.0,0.0,0.0,1.0,1.0,4.0,60.0,2.0,2.0,0.0,2.0,1.0,1.0,0.5,33.0,27.0,2.0,1.0,2.0,2.0,1.0,1.0,,,3.0,1.0,1.0,3.0,3.0
2016,4011,a0000022d8dbf4-2117299981,Phone survey,Person,Working Formally,0.0,100.0,0.0,0.0,0.0,1.0,1.0,4.0,4927.0,2.0,2.0,0.0,2.0,1.0,1.0,0.5,1772.0,3155.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,7.0,1.0,7.0,1.0,8.0
2017,4011,a0000022d8dbf4-269018894,Phone survey,,,,,0.0,0.0,0.0,1.0,1.0,77.0,8717.0,35.0,42.0,10.0,25.0,0.7142857309999999,0.9090909359999999,0.45454546799999995,2928.0,5789.0,2.0,1.0,7.0,14.0,1.0,1.0,1.0,45.0,16.0,0.0,0.0,1.0,51.0
2018,4011,a0000022d8dbf4-351311006,Phone survey,Person,Working Formally,0.0,100.0,0.0,0.0,0.0,1.0,1.0,69.0,7001.0,24.0,45.0,4.0,20.0,0.833333313,0.695652187,0.34782609299999995,2193.0,4808.0,2.0,1.0,10.0,16.0,1.0,1.0,1.0,1.0,10.0,1.0,4.0,9.0,9.0
2019,4011,a0000022d8dbf4-577519451,Phone survey,Person,Working Formally,0.0,100.0,0.0,0.0,0.0,1.0,1.0,8.0,1057.0,3.0,5.0,0.0,3.0,1.0,0.75,0.375,583.0,474.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,5.0,2.0,0.0,0.0,,
2020,4011,a0000022d8dbf4-620061338,Phone survey,Person,Working Formally,0.0,67.0,0.0,1.0,0.0,1.0,1.0,20.0,1877.0,8.0,12.0,1.0,7.0,0.875,0.800000012,0.400000006,547.0,1330.0,1.0,1.0,0.0,4.0,0.0,1.0,1.0,12.0,29.0,1.0,1.0,1.0,5.0
2021,4011,a0000022d8dbf4-749932944,No phone survey,,,,,,,0.0,1.0,0.0,604.0,22287.0,414.0,190.0,152.0,262.0,0.63285023,0.629139066,0.685430467,13593.0,8694.0,2.0,1.0,176.0,48.0,1.0,1.0,1.0,3.0,230.0,1.0,130.0,1.0,3.0
2022,4011,a0000022d8dbf4-838301003,Phone survey,Person,Working Formally,0.0,100.0,0.0,0.0,0.0,1.0,1.0,2.0,1579.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1579.0,1.0,1.0,0.0,1.0,0.0,1.0,5.0,5.0,2.0,1.0,2.0,8.0,8.0
2023,4011,a0000022d8dbf4-929554673,Phone survey,,,,,0.0,1.0,0.0,1.0,1.0,3.0,537.0,1.0,2.0,0.0,1.0,1.0,0.666666687,0.333333343,61.0,476.0,1.0,1.0,0.0,1.0,0.0,1.0,7.0,7.0,2.0,0.0,0.0,,
2024,4011,a0000022d8dbf4-930755701,No phone survey,,,,,,,0.0,1.0,0.0,91.0,5640.0,31.0,60.0,21.0,10.0,0.32258063600000003,0.6813186999999999,0.34065935,755.0,4885.0,2.0,1.0,6.0,13.0,1.0,1.0,1.0,10.0,4.0,1.0,1.0,1.0,3.0
2025,4011,a0000022d8dbf41271591973,No phone survey,,,,,,,0.0,1.0,0.0,10.0,1002.0,2.0,8.0,0.0,2.0,1.0,0.39999997600000003,0.200000003,241.0,761.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,,
2026,4011,a0000022d8dbf41369924673,Phone survey,Person,Working Formally,0.0,100.0,1.0,0.0,0.0,1.0,1.0,72.0,3737.0,33.0,39.0,8.0,25.0,0.75757575,0.916666687,0.45833334299999995,1680.0,2057.0,2.0,1.0,14.0,12.0,1.0,1.0,1.0,14.0,2.0,0.0,0.0,,
2027,4011,a0000022d8dbf41445023115,Phone survey,Person,Working Formally,0.0,100.0,0.0,0.0,0.0,1.0,1.0,2.0,808.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,26.0,782.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5.0,0.0,0.0,,
2028,4011,a0000022d8dbf41482497433,No phone survey,,,,,,,0.0,1.0,0.0,60.0,2128.0,28.0,32.0,16.0,12.0,0.42857143299999995,0.933333337,0.466666669,795.0,1333.0,2.0,1.0,4.0,5.0,1.0,1.0,1.0,15.0,8.0,1.0,1.0,1.0,20.0
2029,4011,a0000022d8dbf41691700770,No phone survey,,,,,,,0.0,1.0,0.0,10.0,718.0,9.0,1.0,3.0,6.0,0.666666687,0.200000048,0.8999999759999999,669.0,49.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,4.0,0.0,0.0,6.0,6.0
2030,4011,a0000022d8dbf41758543766,No phone survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,
